payment_id,user_id,biller_code,biller_name,pay_amount,currency_code,payment_date,payment_status,bill_category,account_number
BILL-01771,CUST-1199,VIS-001,MOI Traffic Fines,15123.29,SAR,21/03/2025 07:17,success,government,65XXXXXXX9
BILL-01772,CUST-1137,WAT-002,Jeddah Water,20341.09,SAR,11/06/2025 19:35,success,utilities,44XXXXXXX4
BILL-01773,CUST-1023,GOV-003,Sadad Municipality,4060.11,SAR,14/01/2025 00:22,success,government,17XXXXXXX7
BILL-01774,CUST-1194,WAT-001,National Water,7634.80,SAR,30/04/2025 13:36,success,utilities,42XXXXXXX8
BILL-01775,CUST-1158,GOV-003,Sadad Municipality,18358.13,SAR,13/05/2025 21:35,success,government,47XXXXXXX4
BILL-01776,CUST-1005,INS-002,Bupa Arabia,8857.82,SAR,07/04/2025 04:07,success,insurance,18XXXXXXX1
BILL-01777,CUST-1175,SEC-001,Saudi Electricity,24957.23,SAR,31/05/2025 00:17,success,utilities,28XXXXXXX8
BILL-01778,CUST-1147,INS-003,Medgulf Insurance,1061.25,SAR,28/06/2025 18:37,success,insurance,90XXXXXXX9
BILL-01779,CUST-1196,INS-002,Bupa Arabia,13711.44,SAR,29/04/2025 09:59,success,insurance,67XXXXXXX4
BILL-01780,CUST-1134,GOV-002,MOI Passport Renewal,5115.16,SAR,25/06/2025 01:51,success,government,30XXXXXXX4
BILL-01781,CUST-1068,VIS-001,MOI Traffic Fines,6931.53,SAR,06/03/2025 17:51,success,government,31XXXXXXX2
BILL-01782,CUST-1089,GOV-004,GOSI Contributions,10845.20,SAR,24/03/2025 09:12,in_progress,government,27XXXXXXX1
BILL-01783,CUST-1160,ZAI-002,Zain Fiber,2709.47,SAR,09/01/2025 15:25,success,telecom,97XXXXXXX5
BILL-01784,CUST-1168,VIS-001,MOI Traffic Fines,21823.22,SAR,20/05/2025 22:03,success,government,89XXXXXXX2
BILL-01785,CUST-1032,GOV-002,MOI Passport Renewal,18635.25,SAR,26/02/2025 15:56,success,government,10XXXXXXX6
BILL-01786,CUST-1143,WAT-002,Jeddah Water,381.22,SAR,16/01/2025 09:04,success,utilities,40XXXXXXX5
BILL-01787,CUST-1162,EDU-001,KSU University,17886.62,SAR,27/04/2025 18:46,success,education,98XXXXXXX7
BILL-01788,CUST-1107,EDU-001,KSU University,1827.28,SAR,05/02/2025 11:05,success,education,31XXXXXXX7
BILL-01789,CUST-1116,GOV-001,Absher Gov Services,8023.71,SAR,21/02/2025 20:02,failed,government,98XXXXXXX4
BILL-01790,CUST-1148,ZAI-001,Zain Telecom,7152.38,SAR,11/02/2025 03:26,success,telecom,86XXXXXXX7
BILL-01791,CUST-1075,GOV-001,Absher Gov Services,6356.28,SAR,15/04/2025 05:59,success,government,20XXXXXXX8
BILL-01792,CUST-1182,EDU-001,KSU University,3477.34,SAR,11/05/2025 14:59,success,education,40XXXXXXX7
BILL-01793,CUST-1167,INS-002,Bupa Arabia,18792.93,SAR,06/02/2025 01:37,success,insurance,67XXXXXXX7
BILL-01794,CUST-1046,STC-001,STC Telecom,14220.56,SAR,17/04/2025 10:15,success,telecom,92XXXXXXX9
BILL-01795,CUST-1043,GOV-001,Absher Gov Services,7683.84,SAR,30/05/2025 08:50,success,government,59XXXXXXX7
BILL-01796,CUST-1067,ZAI-001,Zain Telecom,19489.11,SAR,15/04/2025 06:07,success,telecom,15XXXXXXX8
BILL-01797,CUST-1042,STC-001,STC Telecom,15209.31,SAR,13/06/2025 12:18,success,telecom,69XXXXXXX1
BILL-01798,CUST-1112,SEC-002,Jeddah Electricity,8964.76,SAR,27/06/2025 10:46,success,utilities,22XXXXXXX6
BILL-01799,CUST-1020,WAT-001,National Water,11742.79,SAR,07/05/2025 02:23,success,utilities,37XXXXXXX4
BILL-01800,CUST-1113,SEC-001,Saudi Electricity,3403.50,SAR,14/06/2025 04:42,success,utilities,54XXXXXXX4
BILL-01801,CUST-1128,EDU-002,KAUST Tuition,11862.09,SAR,14/04/2025 04:25,success,education,59XXXXXXX1
BILL-01802,CUST-1166,SEC-002,Jeddah Electricity,11706.10,SAR,03/04/2025 22:25,success,utilities,54XXXXXXX9
BILL-01803,CUST-1047,WAT-002,Jeddah Water,4977.85,SAR,17/01/2025 18:43,success,utilities,73XXXXXXX3
BILL-01804,CUST-1176,MOB-001,Mobily,8100.18,SAR,16/02/2025 15:04,success,telecom,39XXXXXXX1
BILL-01805,CUST-1052,ZAI-001,Zain Telecom,8433.20,SAR,16/03/2025 07:58,success,telecom,83XXXXXXX7
BILL-01806,CUST-1114,EDU-001,KSU University,22907.13,SAR,14/01/2025 00:56,success,education,34XXXXXXX4
BILL-01807,CUST-1026,WAT-002,Jeddah Water,2308.68,SAR,22/03/2025 12:00,success,utilities,74XXXXXXX4
BILL-01808,CUST-1075,GOV-004,GOSI Contributions,18770.28,SAR,15/05/2025 10:36,success,government,48XXXXXXX3
BILL-01809,CUST-1106,INS-003,Medgulf Insurance,4957.50,SAR,13/03/2025 10:47,success,insurance,48XXXXXXX4
BILL-01810,CUST-1152,EDU-002,KAUST Tuition,758.11,SAR,10/02/2025 01:38,failed,education,92XXXXXXX5
BILL-01811,CUST-1146,MOB-001,Mobily,6187.93,SAR,11/03/2025 02:04,success,telecom,58XXXXXXX6
BILL-01812,CUST-1182,GOV-003,Sadad Municipality,10816.77,SAR,18/01/2025 01:54,success,government,36XXXXXXX7
BILL-01813,CUST-1108,INS-001,Tawuniya Insurance,8234.29,SAR,26/05/2025 00:45,success,insurance,48XXXXXXX6
BILL-01814,CUST-1048,ZAI-002,Zain Fiber,18877.80,SAR,27/01/2025 08:16,success,telecom,37XXXXXXX3
BILL-01815,CUST-1176,INS-001,Tawuniya Insurance,20772.28,SAR,10/04/2025 07:49,in_progress,insurance,94XXXXXXX6
BILL-01816,CUST-1048,EDU-002,KAUST Tuition,11185.18,SAR,29/04/2025 21:42,failed,education,82XXXXXXX4
BILL-01817,CUST-1066,EDU-002,KAUST Tuition,21225.05,SAR,10/03/2025 23:45,success,education,66XXXXXXX8
BILL-01818,CUST-1141,SEC-002,Jeddah Electricity,24963.11,SAR,12/02/2025 22:53,success,utilities,54XXXXXXX3
BILL-01819,CUST-1172,EDU-002,KAUST Tuition,12417.55,SAR,13/05/2025 16:42,success,education,59XXXXXXX5
BILL-01820,CUST-1111,GOV-002,MOI Passport Renewal,2231.15,SAR,08/02/2025 02:43,success,government,98XXXXXXX2
BILL-01821,CUST-1072,SEC-001,Saudi Electricity,3910.21,SAR,20/02/2025 17:41,success,utilities,68XXXXXXX9
BILL-01822,CUST-1003,STC-002,STC Fiber,22252.11,SAR,03/01/2025 19:44,success,telecom,23XXXXXXX7
BILL-01823,CUST-1037,MOB-002,Mobily Fiber,15869.00,SAR,06/02/2025 19:28,success,telecom,93XXXXXXX5
BILL-01824,CUST-1030,EDU-001,KSU University,2577.55,SAR,04/01/2025 04:58,success,education,96XXXXXXX6
BILL-01825,CUST-1098,EDU-002,KAUST Tuition,15722.67,SAR,09/02/2025 00:45,success,education,62XXXXXXX5
BILL-01826,CUST-1119,GOV-001,Absher Gov Services,18265.64,SAR,06/02/2025 09:48,failed,government,61XXXXXXX5
BILL-01827,CUST-1081,GOV-002,MOI Passport Renewal,5087.41,SAR,05/04/2025 11:00,failed,government,63XXXXXXX9
BILL-01828,CUST-1197,MOB-002,Mobily Fiber,15289.77,SAR,26/03/2025 04:15,success,telecom,71XXXXXXX5
BILL-01829,CUST-1123,ZAI-001,Zain Telecom,9675.36,SAR,10/04/2025 18:35,success,telecom,62XXXXXXX4
BILL-01830,CUST-1023,SEC-002,Jeddah Electricity,5172.94,SAR,26/01/2025 17:55,in_progress,utilities,72XXXXXXX9
BILL-01831,CUST-1185,GOV-004,GOSI Contributions,23731.28,SAR,07/06/2025 15:11,success,government,22XXXXXXX8
BILL-01832,CUST-1044,INS-003,Medgulf Insurance,16665.56,SAR,04/04/2025 23:22,success,insurance,25XXXXXXX7
BILL-01833,CUST-1076,EDU-002,KAUST Tuition,7095.82,SAR,19/01/2025 06:10,success,education,79XXXXXXX6
BILL-01834,CUST-1079,STC-002,STC Fiber,8883.30,SAR,24/01/2025 22:04,success,telecom,63XXXXXXX1
BILL-01835,CUST-1140,GOV-002,MOI Passport Renewal,14589.44,SAR,05/03/2025 08:34,success,government,98XXXXXXX3
BILL-01836,CUST-1008,INS-003,Medgulf Insurance,12897.99,SAR,05/02/2025 17:08,success,insurance,30XXXXXXX9
BILL-01837,CUST-1145,INS-002,Bupa Arabia,17774.57,SAR,14/01/2025 21:49,in_progress,insurance,49XXXXXXX2
BILL-01838,CUST-1003,VIS-001,MOI Traffic Fines,22842.18,SAR,16/03/2025 06:44,success,government,18XXXXXXX6
BILL-01839,CUST-1044,EDU-002,KAUST Tuition,22011.35,SAR,31/01/2025 16:26,success,education,53XXXXXXX8
BILL-01840,CUST-1154,SEC-001,Saudi Electricity,22779.74,SAR,08/04/2025 23:58,success,utilities,52XXXXXXX1
BILL-01841,CUST-1146,STC-001,STC Telecom,4800.98,SAR,08/06/2025 01:18,in_progress,telecom,38XXXXXXX5
BILL-01842,CUST-1192,MOB-002,Mobily Fiber,18424.34,SAR,08/06/2025 20:48,success,telecom,19XXXXXXX2
BILL-01843,CUST-1013,GOV-001,Absher Gov Services,11732.09,SAR,05/01/2025 18:15,success,government,93XXXXXXX3
BILL-01844,CUST-1136,WAT-002,Jeddah Water,15969.84,SAR,11/06/2025 15:15,failed,utilities,52XXXXXXX2
BILL-01845,CUST-1176,GOV-001,Absher Gov Services,14823.68,SAR,30/01/2025 21:57,success,government,14XXXXXXX8
BILL-01846,CUST-1038,INS-001,Tawuniya Insurance,1166.60,SAR,09/02/2025 17:45,in_progress,insurance,41XXXXXXX6
BILL-01847,CUST-1142,GOV-001,Absher Gov Services,5584.14,SAR,22/04/2025 21:57,success,government,79XXXXXXX6
BILL-01848,CUST-1028,MOB-001,Mobily,23933.74,SAR,02/05/2025 15:35,in_progress,telecom,89XXXXXXX8
BILL-01849,CUST-1190,MOB-002,Mobily Fiber,22985.73,SAR,17/02/2025 07:28,success,telecom,79XXXXXXX8
BILL-01850,CUST-1041,STC-002,STC Fiber,13793.59,SAR,01/04/2025 20:00,success,telecom,59XXXXXXX8
BILL-01851,CUST-1041,SEC-002,Jeddah Electricity,9802.73,SAR,04/05/2025 06:27,success,utilities,80XXXXXXX5
BILL-01852,CUST-1034,VIS-001,MOI Traffic Fines,19265.17,SAR,07/06/2025 05:58,success,government,62XXXXXXX6
BILL-01853,CUST-1078,EDU-001,KSU University,17165.31,SAR,04/06/2025 14:46,success,education,75XXXXXXX7
BILL-01854,CUST-1118,EDU-001,KSU University,4968.89,SAR,24/06/2025 10:48,success,education,61XXXXXXX3
BILL-01855,CUST-1098,ZAI-002,Zain Fiber,1638.04,SAR,12/05/2025 06:05,success,telecom,96XXXXXXX9
BILL-01856,CUST-1077,VIS-001,MOI Traffic Fines,15369.76,SAR,24/01/2025 22:54,failed,government,85XXXXXXX9
BILL-01857,CUST-1113,GOV-001,Absher Gov Services,1282.71,SAR,13/06/2025 16:29,success,government,85XXXXXXX9
BILL-01858,CUST-1017,INS-001,Tawuniya Insurance,277.17,SAR,01/01/2025 21:56,success,insurance,76XXXXXXX5
BILL-01859,CUST-1166,INS-001,Tawuniya Insurance,14635.67,SAR,26/02/2025 05:31,success,insurance,20XXXXXXX9
BILL-01860,CUST-1194,WAT-001,National Water,17526.24,SAR,03/05/2025 21:52,success,utilities,66XXXXXXX7
BILL-01861,CUST-1050,STC-001,STC Telecom,15650.58,SAR,01/01/2025 06:03,success,telecom,68XXXXXXX5
BILL-01862,CUST-1087,SEC-001,Saudi Electricity,21703.52,SAR,24/02/2025 22:16,success,utilities,40XXXXXXX3
BILL-01863,CUST-1025,VIS-001,MOI Traffic Fines,4173.14,SAR,19/04/2025 10:33,success,government,93XXXXXXX1
BILL-01864,CUST-1181,ZAI-002,Zain Fiber,7042.22,SAR,07/05/2025 04:34,success,telecom,43XXXXXXX2
BILL-01865,CUST-1023,GOV-003,Sadad Municipality,14807.77,SAR,13/05/2025 19:00,success,government,62XXXXXXX3
BILL-01866,CUST-1015,ZAI-002,Zain Fiber,18530.90,SAR,29/05/2025 21:03,failed,telecom,52XXXXXXX2
BILL-01867,CUST-1167,INS-003,Medgulf Insurance,5835.28,SAR,16/02/2025 16:56,success,insurance,74XXXXXXX2
BILL-01868,CUST-1126,STC-001,STC Telecom,24473.80,SAR,23/05/2025 22:41,failed,telecom,50XXXXXXX8
BILL-01869,CUST-1171,GOV-002,MOI Passport Renewal,1934.54,SAR,17/02/2025 03:59,success,government,70XXXXXXX7
BILL-01870,CUST-1045,INS-003,Medgulf Insurance,21329.33,SAR,06/03/2025 23:21,success,insurance,86XXXXXXX5
BILL-01871,CUST-1184,INS-002,Bupa Arabia,3237.49,SAR,20/06/2025 07:08,success,insurance,78XXXXXXX4
BILL-01872,CUST-1090,WAT-001,National Water,20066.80,SAR,15/02/2025 11:46,success,utilities,50XXXXXXX8
BILL-01873,CUST-1019,MOB-001,Mobily,10298.90,SAR,02/06/2025 21:25,success,telecom,45XXXXXXX7
BILL-01874,CUST-1129,EDU-001,KSU University,20152.71,SAR,21/01/2025 15:48,failed,education,34XXXXXXX3
BILL-01875,CUST-1159,SEC-001,Saudi Electricity,19812.78,SAR,20/01/2025 12:11,success,utilities,17XXXXXXX3
BILL-01876,CUST-1167,MOB-001,Mobily,23499.05,SAR,12/04/2025 05:58,failed,telecom,96XXXXXXX6
BILL-01877,CUST-1031,MOB-001,Mobily,13784.07,SAR,13/04/2025 01:42,success,telecom,20XXXXXXX2
BILL-01878,CUST-1025,GOV-002,MOI Passport Renewal,9614.94,SAR,26/01/2025 13:30,success,government,34XXXXXXX6
BILL-01879,CUST-1087,VIS-001,MOI Traffic Fines,24292.39,SAR,09/04/2025 21:50,success,government,30XXXXXXX9
BILL-01880,CUST-1004,MOB-001,Mobily,19620.16,SAR,10/01/2025 08:09,success,telecom,78XXXXXXX2
BILL-01881,CUST-1178,SEC-002,Jeddah Electricity,8431.50,SAR,14/02/2025 05:39,success,utilities,20XXXXXXX7
BILL-01882,CUST-1098,GOV-003,Sadad Municipality,1250.39,SAR,29/03/2025 23:05,success,government,22XXXXXXX7
BILL-01883,CUST-1150,ZAI-001,Zain Telecom,11592.51,SAR,24/06/2025 00:12,success,telecom,91XXXXXXX9
BILL-01884,CUST-1071,STC-002,STC Fiber,12826.79,SAR,14/05/2025 06:54,success,telecom,68XXXXXXX2
BILL-01885,CUST-1020,EDU-002,KAUST Tuition,4988.98,SAR,14/04/2025 06:17,success,education,39XXXXXXX5
BILL-01886,CUST-1172,STC-002,STC Fiber,18685.61,SAR,09/03/2025 14:11,failed,telecom,21XXXXXXX1
BILL-01887,CUST-1196,EDU-001,KSU University,11871.17,SAR,01/01/2025 07:48,success,education,90XXXXXXX9
BILL-01888,CUST-1048,ZAI-002,Zain Fiber,4136.12,SAR,19/01/2025 07:46,failed,telecom,37XXXXXXX2
BILL-01889,CUST-1021,GOV-002,MOI Passport Renewal,20968.65,SAR,03/02/2025 12:50,in_progress,government,49XXXXXXX2
BILL-01890,CUST-1078,SEC-002,Jeddah Electricity,547.21,SAR,28/05/2025 14:59,success,utilities,47XXXXXXX5
BILL-01891,CUST-1146,STC-002,STC Fiber,13324.80,SAR,25/04/2025 07:32,success,telecom,47XXXXXXX3
BILL-01892,CUST-1145,INS-003,Medgulf Insurance,5546.10,SAR,23/04/2025 13:19,success,insurance,12XXXXXXX1
BILL-01893,CUST-1152,STC-002,STC Fiber,10509.35,SAR,20/05/2025 19:54,success,telecom,87XXXXXXX4
BILL-01894,CUST-1071,WAT-002,Jeddah Water,205.62,SAR,20/02/2025 03:51,success,utilities,23XXXXXXX6
BILL-01895,CUST-1171,WAT-001,National Water,4972.74,SAR,09/01/2025 12:02,success,utilities,37XXXXXXX1
BILL-01896,CUST-1199,GOV-003,Sadad Municipality,21476.62,SAR,14/01/2025 16:43,success,government,71XXXXXXX1
BILL-01897,CUST-1180,MOB-001,Mobily,9709.03,SAR,21/05/2025 10:58,in_progress,telecom,61XXXXXXX9
BILL-01898,CUST-1069,INS-003,Medgulf Insurance,7787.42,SAR,15/05/2025 00:11,failed,insurance,78XXXXXXX3
BILL-01899,CUST-1008,EDU-002,KAUST Tuition,13067.12,SAR,25/01/2025 13:25,in_progress,education,77XXXXXXX5
BILL-01900,CUST-1134,WAT-001,National Water,12809.42,SAR,14/04/2025 19:11,success,utilities,59XXXXXXX7
BILL-01901,CUST-1036,SEC-002,Jeddah Electricity,19524.01,SAR,19/02/2025 09:38,success,utilities,42XXXXXXX1
BILL-01902,CUST-1095,STC-002,STC Fiber,3576.06,SAR,29/06/2025 09:43,in_progress,telecom,49XXXXXXX8
BILL-01903,CUST-1119,ZAI-001,Zain Telecom,2096.47,SAR,13/02/2025 04:38,success,telecom,83XXXXXXX7
BILL-01904,CUST-1167,GOV-003,Sadad Municipality,3839.12,SAR,18/05/2025 07:37,success,government,84XXXXXXX2
BILL-01905,CUST-1002,EDU-001,KSU University,14615.73,SAR,28/06/2025 22:06,success,education,47XXXXXXX2
BILL-01906,CUST-1189,ZAI-001,Zain Telecom,21609.63,SAR,14/01/2025 06:10,success,telecom,89XXXXXXX1
BILL-01907,CUST-1113,SEC-001,Saudi Electricity,17476.42,SAR,17/03/2025 19:14,success,utilities,64XXXXXXX9
BILL-01908,CUST-1063,STC-002,STC Fiber,3376.01,SAR,16/05/2025 10:50,success,telecom,79XXXXXXX6
BILL-01909,CUST-1148,INS-001,Tawuniya Insurance,21061.56,SAR,10/04/2025 17:32,success,insurance,42XXXXXXX1
BILL-01910,CUST-1124,SEC-001,Saudi Electricity,19480.84,SAR,13/03/2025 02:33,success,utilities,98XXXXXXX8
BILL-01911,CUST-1041,INS-003,Medgulf Insurance,7957.81,SAR,09/03/2025 06:37,success,insurance,59XXXXXXX5
BILL-01912,CUST-1175,INS-003,Medgulf Insurance,7905.29,SAR,17/03/2025 16:23,success,insurance,63XXXXXXX8
BILL-01913,CUST-1086,STC-002,STC Fiber,19332.15,SAR,22/01/2025 18:32,success,telecom,20XXXXXXX2
BILL-01914,CUST-1010,MOB-002,Mobily Fiber,473.28,SAR,12/04/2025 10:08,failed,telecom,98XXXXXXX1
BILL-01915,CUST-1087,ZAI-002,Zain Fiber,19206.51,SAR,07/02/2025 05:40,success,telecom,57XXXXXXX7
BILL-01916,CUST-1162,VIS-001,MOI Traffic Fines,20212.70,SAR,06/06/2025 02:55,success,government,62XXXXXXX3
BILL-01917,CUST-1185,INS-002,Bupa Arabia,3452.77,SAR,31/03/2025 09:44,success,insurance,63XXXXXXX2
BILL-01918,CUST-1008,SEC-002,Jeddah Electricity,4708.63,SAR,19/06/2025 06:39,failed,utilities,87XXXXXXX9
BILL-01919,CUST-1067,GOV-004,GOSI Contributions,1203.08,SAR,11/04/2025 03:26,success,government,63XXXXXXX2
BILL-01920,CUST-1111,ZAI-002,Zain Fiber,18517.20,SAR,07/02/2025 02:57,success,telecom,11XXXXXXX5
BILL-01921,CUST-1072,GOV-001,Absher Gov Services,4047.26,SAR,28/04/2025 01:47,success,government,95XXXXXXX8
BILL-01922,CUST-1096,INS-001,Tawuniya Insurance,3291.23,SAR,18/06/2025 12:36,success,insurance,25XXXXXXX1
BILL-01923,CUST-1183,SEC-002,Jeddah Electricity,5494.50,SAR,24/04/2025 04:41,success,utilities,79XXXXXXX4
BILL-01924,CUST-1145,STC-001,STC Telecom,7032.20,SAR,10/01/2025 05:05,success,telecom,41XXXXXXX8
BILL-01925,CUST-1089,GOV-004,GOSI Contributions,7749.20,SAR,23/05/2025 19:03,success,government,94XXXXXXX1
BILL-01926,CUST-1078,SEC-001,Saudi Electricity,21894.06,SAR,26/03/2025 00:18,success,utilities,52XXXXXXX1
BILL-01927,CUST-1091,STC-002,STC Fiber,13717.98,SAR,08/01/2025 05:43,success,telecom,96XXXXXXX1
BILL-01928,CUST-1084,EDU-002,KAUST Tuition,1431.25,SAR,13/05/2025 11:15,success,education,69XXXXXXX1
BILL-01929,CUST-1101,INS-001,Tawuniya Insurance,9888.39,SAR,16/06/2025 18:02,success,insurance,18XXXXXXX2
BILL-01930,CUST-1196,INS-001,Tawuniya Insurance,19214.85,SAR,23/03/2025 13:13,in_progress,insurance,44XXXXXXX9
BILL-01931,CUST-1139,INS-001,Tawuniya Insurance,9525.31,SAR,21/03/2025 08:04,success,insurance,85XXXXXXX7
BILL-01932,CUST-1106,INS-001,Tawuniya Insurance,9736.59,SAR,28/03/2025 10:12,success,insurance,95XXXXXXX8
BILL-01933,CUST-1117,STC-002,STC Fiber,7974.05,SAR,27/04/2025 01:36,failed,telecom,62XXXXXXX5
BILL-01934,CUST-1047,GOV-003,Sadad Municipality,15579.01,SAR,11/03/2025 10:08,success,government,44XXXXXXX9
BILL-01935,CUST-1158,STC-002,STC Fiber,23130.27,SAR,16/04/2025 16:07,success,telecom,21XXXXXXX5
BILL-01936,CUST-1177,GOV-001,Absher Gov Services,6464.12,SAR,11/06/2025 15:21,in_progress,government,30XXXXXXX8
BILL-01937,CUST-1121,SEC-001,Saudi Electricity,9056.35,SAR,03/06/2025 21:44,success,utilities,78XXXXXXX8
BILL-01938,CUST-1087,SEC-001,Saudi Electricity,8069.61,SAR,01/02/2025 15:48,success,utilities,43XXXXXXX5
BILL-01939,CUST-1021,GOV-004,GOSI Contributions,18576.42,SAR,05/06/2025 01:29,failed,government,78XXXXXXX9
BILL-01940,CUST-1099,STC-002,STC Fiber,12926.96,SAR,25/04/2025 21:37,success,telecom,57XXXXXXX1
BILL-01941,CUST-1058,VIS-001,MOI Traffic Fines,2844.62,SAR,23/04/2025 01:00,success,government,35XXXXXXX9
BILL-01942,CUST-1016,STC-002,STC Fiber,23025.95,SAR,12/06/2025 16:58,success,telecom,20XXXXXXX5
BILL-01943,CUST-1006,MOB-001,Mobily,6037.98,SAR,12/06/2025 09:28,success,telecom,89XXXXXXX9
BILL-01944,CUST-1055,GOV-004,GOSI Contributions,24622.63,SAR,26/05/2025 01:57,failed,government,32XXXXXXX9
BILL-01945,CUST-1196,WAT-001,National Water,23391.83,SAR,02/03/2025 07:47,success,utilities,12XXXXXXX5
BILL-01946,CUST-1046,GOV-002,MOI Passport Renewal,11882.02,SAR,26/03/2025 22:44,success,government,97XXXXXXX4
BILL-01947,CUST-1113,ZAI-001,Zain Telecom,5411.17,SAR,09/05/2025 18:43,success,telecom,30XXXXXXX8
BILL-01948,CUST-1060,SEC-001,Saudi Electricity,12551.23,SAR,21/04/2025 18:34,success,utilities,11XXXXXXX4
BILL-01949,CUST-1082,GOV-002,MOI Passport Renewal,7764.41,SAR,08/05/2025 05:55,success,government,74XXXXXXX5
BILL-01950,CUST-1195,ZAI-001,Zain Telecom,20881.63,SAR,26/05/2025 02:56,success,telecom,15XXXXXXX6
BILL-01951,CUST-1154,GOV-003,Sadad Municipality,14064.12,SAR,20/01/2025 18:04,failed,government,72XXXXXXX8
BILL-01952,CUST-1171,INS-001,Tawuniya Insurance,1454.52,SAR,25/06/2025 06:29,success,insurance,70XXXXXXX1
BILL-01953,CUST-1159,WAT-001,National Water,17384.69,SAR,21/05/2025 00:46,success,utilities,83XXXXXXX9
BILL-01954,CUST-1102,STC-002,STC Fiber,10498.81,SAR,01/04/2025 08:47,success,telecom,12XXXXXXX6
BILL-01955,CUST-1024,SEC-001,Saudi Electricity,5404.27,SAR,13/06/2025 02:30,in_progress,utilities,54XXXXXXX7
BILL-01956,CUST-1042,INS-002,Bupa Arabia,12073.87,SAR,19/03/2025 06:02,success,insurance,27XXXXXXX2
BILL-01957,CUST-1186,EDU-002,KAUST Tuition,865.92,SAR,13/04/2025 06:28,success,education,13XXXXXXX6
BILL-01958,CUST-1195,VIS-001,MOI Traffic Fines,24349.20,SAR,08/03/2025 16:30,success,government,57XXXXXXX1
BILL-01959,CUST-1015,EDU-001,KSU University,7462.96,SAR,15/01/2025 07:27,in_progress,education,54XXXXXXX7
BILL-01960,CUST-1098,SEC-002,Jeddah Electricity,1055.54,SAR,26/06/2025 05:30,success,utilities,57XXXXXXX8
BILL-01961,CUST-1128,WAT-002,Jeddah Water,10859.27,SAR,05/06/2025 17:20,success,utilities,33XXXXXXX1
BILL-01962,CUST-1030,STC-002,STC Fiber,7999.93,SAR,21/04/2025 08:12,success,telecom,32XXXXXXX9
BILL-01963,CUST-1145,STC-001,STC Telecom,8027.55,SAR,31/03/2025 05:20,in_progress,telecom,13XXXXXXX2
BILL-01964,CUST-1059,MOB-002,Mobily Fiber,17728.85,SAR,17/05/2025 09:27,success,telecom,13XXXXXXX8
BILL-01965,CUST-1002,INS-001,Tawuniya Insurance,3837.61,SAR,23/05/2025 02:35,success,insurance,45XXXXXXX9
BILL-01966,CUST-1050,GOV-001,Absher Gov Services,5704.97,SAR,01/04/2025 09:25,success,government,71XXXXXXX6
BILL-01967,CUST-1126,MOB-002,Mobily Fiber,15293.09,SAR,22/02/2025 14:50,success,telecom,58XXXXXXX7
BILL-01968,CUST-1084,INS-001,Tawuniya Insurance,20773.17,SAR,23/02/2025 20:14,success,insurance,24XXXXXXX5
BILL-01969,CUST-1073,GOV-001,Absher Gov Services,10478.80,SAR,20/04/2025 01:01,success,government,87XXXXXXX9
BILL-01970,CUST-1187,SEC-001,Saudi Electricity,22190.54,SAR,27/03/2025 16:38,success,utilities,55XXXXXXX8
BILL-01971,CUST-1074,INS-003,Medgulf Insurance,19834.42,SAR,13/04/2025 20:22,success,insurance,53XXXXXXX8
BILL-01972,CUST-1096,GOV-003,Sadad Municipality,20544.07,SAR,13/03/2025 04:53,success,government,21XXXXXXX3
BILL-01973,CUST-1036,STC-002,STC Fiber,14206.32,SAR,21/02/2025 12:41,failed,telecom,59XXXXXXX9
BILL-01974,CUST-1033,EDU-002,KAUST Tuition,16718.99,SAR,12/03/2025 12:40,success,education,21XXXXXXX7
BILL-01975,CUST-1037,ZAI-001,Zain Telecom,16683.97,SAR,06/04/2025 06:03,success,telecom,36XXXXXXX6
BILL-01976,CUST-1023,GOV-004,GOSI Contributions,11686.35,SAR,13/04/2025 23:21,success,government,60XXXXXXX4
BILL-01977,CUST-1161,WAT-001,National Water,6861.65,SAR,19/04/2025 16:48,success,utilities,71XXXXXXX8
BILL-01978,CUST-1077,STC-002,STC Fiber,23520.54,SAR,31/05/2025 23:40,failed,telecom,35XXXXXXX8
BILL-01979,CUST-1185,WAT-001,National Water,23851.63,SAR,04/01/2025 12:54,success,utilities,34XXXXXXX2
BILL-01980,CUST-1138,STC-002,STC Fiber,21317.81,SAR,09/06/2025 07:34,success,telecom,32XXXXXXX8
BILL-01981,CUST-1146,INS-003,Medgulf Insurance,24216.60,SAR,19/06/2025 21:15,success,insurance,62XXXXXXX9
BILL-01982,CUST-1134,GOV-003,Sadad Municipality,10966.41,SAR,19/05/2025 18:06,success,government,46XXXXXXX3
BILL-01983,CUST-1085,STC-001,STC Telecom,16625.36,SAR,13/06/2025 08:58,success,telecom,51XXXXXXX8
BILL-01984,CUST-1076,GOV-003,Sadad Municipality,4406.69,SAR,09/06/2025 19:06,success,government,18XXXXXXX7
BILL-01985,CUST-1068,INS-003,Medgulf Insurance,8278.22,SAR,14/04/2025 03:54,in_progress,insurance,61XXXXXXX6
BILL-01986,CUST-1030,WAT-002,Jeddah Water,5837.10,SAR,26/01/2025 18:08,success,utilities,18XXXXXXX5
BILL-01987,CUST-1174,SEC-002,Jeddah Electricity,17814.51,SAR,25/01/2025 08:12,failed,utilities,90XXXXXXX9
BILL-01988,CUST-1124,EDU-002,KAUST Tuition,1196.25,SAR,26/05/2025 09:21,success,education,65XXXXXXX9
