txn_id,card_number,customer_id,merchant_name,txn_amount,txn_currency,txn_timestamp,txn_status,card_type,mcc_code
TXN-01646,4532XXXX6848,CUST-1020,Flynas Airline,3091.89,AED,2025-05-17T22:43:38Z,approved,debit,3000
TXN-01647,4532XXXX5001,CUST-1183,Alshaya Group,11704.23,AED,2025-02-26T20:00:12Z,approved,debit,5311
TXN-01648,4532XXXX7731,CUST-1082,Zain Telecom,814.69,SAR,2025-06-24T20:17:11Z,declined,credit,4814
TXN-01649,4532XXXX9535,CUST-1125,Lulu Hypermarket,13681.18,SAR,2025-06-13T09:19:34Z,approved,debit,5411
TXN-01650,4532XXXX3325,CUST-1190,PlayStation Store,5588.99,SAR,2025-06-08T12:36:18Z,approved,debit,5816
TXN-01651,4532XXXX1348,CUST-1179,Nahdi Pharmacy,6809.18,SAR,2025-01-23T04:23:26Z,approved,debit,5912
TXN-01652,4532XXXX1978,CUST-1070,Lulu Hypermarket,4509.69,SAR,2025-01-17T09:46:02Z,approved,credit,5411
TXN-01653,4532XXXX1727,CUST-1099,Aramex Shipping,5741.91,SAR,2025-03-28T05:16:55Z,approved,debit,4215
TXN-01654,4532XXXX5999,CUST-1098,Tamimi Markets,7989.72,SAR,2025-05-09T05:41:54Z,approved,credit,5411
TXN-01655,4532XXXX6508,CUST-1196,Danube Online,13651.26,AED,2025-05-27T12:07:21Z,approved,credit,5411
TXN-01656,4532XXXX8111,CUST-1152,Spotify,5117.46,SAR,2025-06-11T00:32:09Z,approved,credit,4899
TXN-01657,4532XXXX5709,CUST-1189,Amazon.sa,8301.65,USD,2025-05-21T01:29:15Z,approved,debit,5311
TXN-01658,4532XXXX3663,CUST-1109,Shein SA,11536.34,SAR,2025-02-20T12:09:25Z,approved,debit,5311
TXN-01659,4532XXXX5495,CUST-1191,Hunger Station,232.68,SAR,2025-06-05T06:21:16Z,approved,debit,5812
TXN-01660,4532XXXX5493,CUST-1198,Zain Telecom,8568.38,SAR,2025-01-08T11:55:04Z,approved,debit,4814
TXN-01661,4532XXXX1202,CUST-1169,Flynas Airline,12154.84,SAR,2025-04-29T01:28:53Z,approved,debit,3000
TXN-01662,4532XXXX8581,CUST-1146,Mobily Recharge,12714.65,USD,2025-03-28T04:17:54Z,approved,debit,4814
TXN-01663,4532XXXX4569,CUST-1003,Nana Grocery,5384.06,SAR,2025-05-04T20:05:53Z,approved,debit,5411
TXN-01664,4532XXXX2049,CUST-1149,Al Baik Restaurant,9156.88,SAR,2025-03-02T23:28:10Z,approved,debit,5812
TXN-01665,4532XXXX3858,CUST-1067,Lulu Hypermarket,7426.46,SAR,2025-02-14T03:50:56Z,approved,credit,5411
TXN-01666,4532XXXX9302,CUST-1168,Amazon.sa,9820.74,SAR,2025-02-05T18:41:34Z,approved,credit,5311
TXN-01667,4532XXXX5244,CUST-1082,Panda Supermarket,3423.15,SAR,2025-05-19T18:02:32Z,approved,debit,5411
TXN-01668,4532XXXX6729,CUST-1174,Danube Online,675.77,SAR,2025-02-15T13:45:59Z,approved,debit,5411
TXN-01669,4532XXXX6337,CUST-1130,Nahdi Pharmacy,1166.37,SAR,2025-02-09T14:54:15Z,approved,debit,5912
TXN-01670,4532XXXX3344,CUST-1175,Starbucks SA,6400.00,SAR,2025-02-24T23:16:08Z,approved,debit,5814
TXN-01671,4532XXXX7139,CUST-1156,Saudi Airlines,6125.02,SAR,2025-05-07T14:26:19Z,approved,debit,3000
TXN-01672,4532XXXX1418,CUST-1160,STC Pay TopUp,673.94,SAR,2025-01-30T03:20:43Z,approved,credit,4814
TXN-01673,4532XXXX6636,CUST-1055,Mobily Recharge,11714.20,SAR,2025-04-09T16:18:03Z,approved,debit,4814
TXN-01674,4532XXXX2285,CUST-1150,Panda Supermarket,2255.37,SAR,2025-05-29T02:01:43Z,approved,debit,5411
TXN-01675,4532XXXX7849,CUST-1145,Al Rajhi ATM,9456.71,GBP,2025-05-23T12:27:38Z,approved,credit,6011
TXN-01676,4532XXXX9592,CUST-1032,Makkah Hotel,9108.49,SAR,2025-05-09T00:05:03Z,approved,debit,7011
TXN-01677,4532XXXX4998,CUST-1082,Lulu Hypermarket,8630.78,SAR,2025-06-26T21:53:30Z,approved,debit,5411
TXN-01678,4532XXXX4949,CUST-1197,Saudi Airlines,4725.67,SAR,2025-01-23T09:52:54Z,approved,credit,3000
TXN-01679,4532XXXX6935,CUST-1105,Saudi Airlines,8409.05,SAR,2025-01-15T20:15:13Z,declined,credit,3000
TXN-01680,4532XXXX3052,CUST-1155,IKEA Saudi,6285.66,SAR,2025-04-21T13:19:37Z,approved,debit,5712
TXN-01681,4532XXXX5264,CUST-1199,Starbucks SA,9990.21,SAR,2025-04-28T14:02:50Z,approved,debit,5814
TXN-01682,4532XXXX9096,CUST-1081,SABB ATM,6318.23,SAR,2025-01-29T19:35:14Z,declined,credit,6011
TXN-01683,4532XXXX7858,CUST-1051,Tamimi Markets,237.61,USD,2025-01-24T10:55:00Z,approved,credit,5411
TXN-01684,4532XXXX8068,CUST-1142,Talabat Food,1900.34,SAR,2025-01-07T14:48:14Z,approved,credit,5812
TXN-01685,4532XXXX7358,CUST-1043,Uber Rides,13003.87,SAR,2025-06-28T09:05:36Z,approved,debit,4121
TXN-01686,4532XXXX2950,CUST-1033,Zara SA,3625.32,SAR,2025-02-26T23:18:19Z,approved,debit,5651
TXN-01687,4532XXXX2208,CUST-1152,HyperPanda,14912.04,SAR,2025-01-09T18:49:22Z,pending,debit,5411
TXN-01688,4532XXXX5739,CUST-1115,Starbucks SA,11111.76,SAR,2025-03-26T14:27:47Z,pending,credit,5814
TXN-01689,4532XXXX9345,CUST-1180,Namshi Fashion,10856.99,SAR,2025-04-25T11:32:24Z,approved,debit,5651
TXN-01690,4532XXXX7215,CUST-1002,Whites Pharmacy,10110.24,SAR,2025-03-30T01:35:23Z,approved,debit,5912
TXN-01691,4532XXXX2587,CUST-1046,Al Rajhi ATM,4193.10,SAR,2025-05-31T02:28:14Z,approved,debit,6011
TXN-01692,4532XXXX9326,CUST-1127,Booking.com,7767.58,SAR,2025-04-12T23:34:47Z,approved,debit,7011
TXN-01693,4532XXXX1687,CUST-1083,Shell Petrol,2680.35,SAR,2025-01-28T19:20:39Z,pending,credit,5541
TXN-01694,4532XXXX6150,CUST-1054,H&M Saudi,8629.19,SAR,2025-04-30T12:19:58Z,approved,debit,5651
TXN-01695,4532XXXX4664,CUST-1073,Extra Electronics,4111.36,SAR,2025-03-27T05:30:01Z,approved,debit,5732
TXN-01696,4532XXXX5565,CUST-1067,HyperPanda,13868.12,SAR,2025-05-10T09:48:20Z,approved,debit,5411
TXN-01697,4532XXXX1651,CUST-1053,PlayStation Store,11324.20,USD,2025-01-06T07:27:38Z,approved,credit,5816
TXN-01698,4532XXXX4328,CUST-1050,Jarir Bookstore,12336.86,SAR,2025-03-13T18:11:01Z,approved,credit,5942
TXN-01699,4532XXXX2795,CUST-1110,Nahdi Pharmacy,12466.41,SAR,2025-02-27T06:31:38Z,declined,credit,5912
TXN-01700,4532XXXX3241,CUST-1031,Nahdi Pharmacy,7401.37,USD,2025-01-17T20:48:53Z,approved,credit,5912
TXN-01701,4532XXXX4644,CUST-1172,SABB ATM,12055.60,EUR,2025-05-25T12:35:04Z,pending,debit,6011
TXN-01702,4532XXXX9402,CUST-1084,Extra Electronics,4145.24,SAR,2025-05-03T10:55:14Z,declined,credit,5732
TXN-01703,4532XXXX9540,CUST-1019,Mobily Recharge,580.16,USD,2025-01-20T12:04:43Z,approved,debit,4814
TXN-01704,4532XXXX5029,CUST-1143,Ceer Motors,9519.28,SAR,2025-01-02T13:08:44Z,approved,credit,5511
TXN-01705,4532XXXX8938,CUST-1097,IKEA Saudi,3982.96,SAR,2025-01-30T09:43:45Z,approved,credit,5712
TXN-01706,4532XXXX9459,CUST-1128,Apple Store,9523.42,SAR,2025-01-18T05:25:35Z,pending,credit,5045
TXN-01707,4532XXXX4416,CUST-1055,Jarir Bookstore,7362.91,SAR,2025-04-29T16:28:42Z,declined,debit,5942
TXN-01708,4532XXXX4845,CUST-1010,Starbucks SA,9202.61,SAR,2025-05-03T12:47:45Z,declined,debit,5814
TXN-01709,4532XXXX4799,CUST-1124,Makkah Hotel,2705.06,SAR,2025-02-28T06:34:12Z,approved,credit,7011
TXN-01710,4532XXXX9903,CUST-1125,Aramex Shipping,5886.19,SAR,2025-03-11T08:20:11Z,approved,debit,4215
TXN-01711,4532XXXX5706,CUST-1025,IKEA Saudi,13214.02,SAR,2025-05-27T14:22:25Z,approved,debit,5712
TXN-01712,4532XXXX6224,CUST-1084,Hunger Station,1741.71,SAR,2025-04-01T05:49:35Z,declined,debit,5812
TXN-01713,4532XXXX9014,CUST-1089,Zara SA,11606.36,SAR,2025-04-04T22:23:09Z,approved,debit,5651
TXN-01714,4532XXXX7701,CUST-1176,Hunger Station,4022.52,SAR,2025-02-11T18:28:02Z,approved,credit,5812
TXN-01715,4532XXXX8240,CUST-1198,Mobily Recharge,4767.69,SAR,2025-03-17T23:57:19Z,approved,debit,4814
TXN-01716,4532XXXX1747,CUST-1067,Amazon.sa,10924.16,SAR,2025-03-07T23:46:35Z,approved,debit,5311
TXN-01717,4532XXXX2807,CUST-1105,IKEA Saudi,2502.19,SAR,2025-02-10T00:57:55Z,approved,credit,5712
TXN-01718,4532XXXX1345,CUST-1085,Namshi Fashion,303.70,SAR,2025-05-21T05:49:47Z,approved,debit,5651
TXN-01719,4532XXXX2039,CUST-1200,Booking.com,11503.80,AED,2025-04-18T08:40:25Z,declined,debit,7011
TXN-01720,4532XXXX9776,CUST-1133,Spotify,2980.61,SAR,2025-01-31T11:38:23Z,approved,credit,4899
TXN-01721,4532XXXX7773,CUST-1059,Apple Store,13660.25,USD,2025-03-06T08:54:42Z,approved,credit,5045
TXN-01722,4532XXXX9627,CUST-1188,Hunger Station,545.94,AED,2025-01-04T21:20:20Z,approved,credit,5812
TXN-01723,4532XXXX4768,CUST-1102,Aramex Shipping,4249.93,SAR,2025-01-05T16:59:12Z,declined,credit,4215
TXN-01724,4532XXXX7190,CUST-1177,Hunger Station,11249.98,SAR,2025-06-07T20:50:06Z,declined,debit,5812
TXN-01725,4532XXXX7805,CUST-1034,Lulu Hypermarket,1152.52,USD,2025-04-08T23:11:07Z,approved,debit,5411
TXN-01726,4532XXXX7408,CUST-1191,Zain Telecom,2281.95,SAR,2025-05-23T21:25:06Z,approved,credit,4814
TXN-01727,4532XXXX5490,CUST-1080,Mobily Recharge,11153.53,SAR,2025-02-28T16:08:22Z,approved,debit,4814
TXN-01728,4532XXXX5771,CUST-1026,Flynas Airline,8645.14,EUR,2025-03-15T02:59:36Z,approved,debit,3000
TXN-01729,4532XXXX9736,CUST-1057,Starbucks SA,7252.83,SAR,2025-06-26T06:01:44Z,approved,debit,5814
TXN-01730,4532XXXX9955,CUST-1098,STC Pay TopUp,10914.72,GBP,2025-03-14T09:05:00Z,declined,debit,4814
TXN-01731,4532XXXX4802,CUST-1116,IKEA Saudi,378.25,SAR,2025-05-30T18:04:46Z,approved,debit,5712
TXN-01732,4532XXXX2370,CUST-1123,Shein SA,4662.59,SAR,2025-01-28T22:01:21Z,approved,credit,5311
TXN-01733,4532XXXX2374,CUST-1044,Spotify,7349.72,USD,2025-02-18T12:56:24Z,approved,debit,4899
TXN-01734,4532XXXX4808,CUST-1158,Talabat Food,12595.55,SAR,2025-05-28T16:34:01Z,approved,credit,5812
TXN-01735,4532XXXX3467,CUST-1127,Flynas Airline,11108.96,SAR,2025-06-12T00:13:44Z,approved,debit,3000
TXN-01736,4532XXXX4427,CUST-1177,Shein SA,13072.06,SAR,2025-02-22T01:38:44Z,pending,credit,5311
TXN-01737,4532XXXX6272,CUST-1126,Zain Telecom,14392.33,SAR,2025-02-15T18:37:29Z,approved,credit,4814
TXN-01738,4532XXXX2334,CUST-1124,Al Rajhi ATM,11096.58,SAR,2025-05-23T08:21:02Z,approved,debit,6011
TXN-01739,4532XXXX9518,CUST-1180,Uber Rides,11354.52,SAR,2025-02-01T11:24:31Z,pending,debit,4121
TXN-01740,4532XXXX7949,CUST-1043,Netflix,14578.88,SAR,2025-01-08T14:02:30Z,approved,debit,4899
TXN-01741,4532XXXX7850,CUST-1161,Makkah Hotel,11236.16,SAR,2025-04-17T05:36:04Z,approved,debit,7011
TXN-01742,4532XXXX5441,CUST-1076,SABB ATM,4416.88,SAR,2025-06-29T00:41:33Z,approved,debit,6011
TXN-01743,4532XXXX9572,CUST-1158,Saudi Airlines,2493.36,SAR,2025-02-26T08:24:54Z,declined,debit,3000
TXN-01744,4532XXXX4450,CUST-1158,Saudi Airlines,3772.33,SAR,2025-03-31T21:10:40Z,approved,credit,3000
TXN-01745,4532XXXX1160,CUST-1185,Namshi Fashion,10727.65,SAR,2025-04-03T00:23:46Z,approved,debit,5651
TXN-01746,4532XXXX6109,CUST-1046,Careem Rides,14899.69,SAR,2025-01-02T02:06:33Z,declined,debit,4121
TXN-01747,4532XXXX8679,CUST-1052,Noon.com,4968.87,SAR,2025-01-12T20:46:58Z,approved,debit,5311
TXN-01748,4532XXXX1231,CUST-1018,Danube Online,13250.73,SAR,2025-03-08T23:37:05Z,approved,debit,5411
TXN-01749,4532XXXX7607,CUST-1073,H&M Saudi,4589.73,SAR,2025-05-02T06:23:07Z,approved,credit,5651
TXN-01750,4532XXXX2687,CUST-1139,Tawuniya Insurance,1166.75,SAR,2025-01-30T14:20:13Z,pending,debit,6300
TXN-01751,4532XXXX9557,CUST-1072,Tamimi Markets,1539.32,SAR,2025-06-04T17:45:03Z,approved,credit,5411
TXN-01752,4532XXXX5542,CUST-1197,Shell Petrol,11580.82,SAR,2025-04-25T23:42:43Z,pending,credit,5541
TXN-01753,4532XXXX4546,CUST-1172,Talabat Food,45.05,SAR,2025-02-15T00:24:39Z,approved,credit,5812
TXN-01754,4532XXXX2274,CUST-1038,Careem Rides,13119.84,SAR,2025-03-04T18:51:49Z,approved,debit,4121
TXN-01755,4532XXXX9198,CUST-1131,Nahdi Pharmacy,7077.98,SAR,2025-02-28T18:01:26Z,pending,debit,5912
TXN-01756,4532XXXX8773,CUST-1062,PlayStation Store,11609.92,SAR,2025-05-18T03:20:18Z,approved,debit,5816
TXN-01757,4532XXXX4504,CUST-1134,Mobily Recharge,13249.87,SAR,2025-06-13T12:53:44Z,approved,credit,4814
TXN-01758,4532XXXX5104,CUST-1072,Careem Rides,8409.49,USD,2025-04-06T04:00:04Z,declined,debit,4121
TXN-01759,4532XXXX6991,CUST-1143,H&M Saudi,2674.30,SAR,2025-06-18T04:29:51Z,approved,credit,5651
TXN-01760,4532XXXX4129,CUST-1172,Danube Online,3210.63,SAR,2025-04-19T16:49:45Z,approved,debit,5411
TXN-01761,4532XXXX1091,CUST-1046,Jarir Bookstore,5418.07,SAR,2025-02-07T20:14:48Z,approved,debit,5942
TXN-01762,4532XXXX1212,CUST-1085,Noon.com,13737.53,AED,2025-04-08T15:11:12Z,approved,debit,5311
TXN-01763,4532XXXX5145,CUST-1009,Tawuniya Insurance,7183.63,SAR,2025-01-09T12:40:11Z,approved,credit,6300
TXN-01764,4532XXXX8446,CUST-1015,Shein SA,12948.46,USD,2025-04-02T10:07:49Z,approved,debit,5311
TXN-01765,4532XXXX7054,CUST-1122,Tawuniya Insurance,12112.42,SAR,2025-01-08T09:59:42Z,approved,credit,6300
TXN-01766,4532XXXX3156,CUST-1183,Careem Rides,2657.73,SAR,2025-06-15T05:40:56Z,approved,debit,4121
TXN-01767,4532XXXX2597,CUST-1031,Amazon.sa,10660.31,SAR,2025-03-03T00:26:54Z,approved,debit,5311
TXN-01768,4532XXXX6185,CUST-1050,Tawuniya Insurance,255.03,SAR,2025-06-12T13:58:38Z,declined,debit,6300
TXN-01769,4532XXXX7821,CUST-1151,Saudi Airlines,14108.47,SAR,2025-03-20T06:55:21Z,declined,credit,3000
TXN-01770,4532XXXX5368,CUST-1016,Uber Rides,11420.59,SAR,2025-01-29T15:27:53Z,approved,debit,4121
TXN-01771,4532XXXX7705,CUST-1114,Panda Supermarket,2984.26,SAR,2025-04-09T03:38:29Z,approved,credit,5411
TXN-01772,4532XXXX6594,CUST-1192,Jarir Bookstore,8410.59,SAR,2025-01-23T20:35:22Z,approved,credit,5942
TXN-01773,4532XXXX2483,CUST-1179,Al Baik Restaurant,6947.77,SAR,2025-01-23T13:49:07Z,approved,credit,5812
TXN-01774,4532XXXX3774,CUST-1023,Tamimi Markets,9401.24,SAR,2025-01-04T21:42:25Z,approved,debit,5411
TXN-01775,4532XXXX6042,CUST-1164,Saudi Airlines,13158.59,SAR,2025-02-17T21:51:18Z,declined,credit,3000
TXN-01776,4532XXXX3916,CUST-1049,Namshi Fashion,5692.76,SAR,2025-02-25T17:52:25Z,approved,debit,5651
TXN-01777,4532XXXX4264,CUST-1145,Mobily Recharge,12529.95,SAR,2025-02-22T23:20:14Z,approved,debit,4814
TXN-01778,4532XXXX6957,CUST-1067,Nahdi Pharmacy,7350.84,SAR,2025-04-23T08:55:10Z,approved,credit,5912
TXN-01779,4532XXXX3793,CUST-1165,Makkah Hotel,9467.24,SAR,2025-06-11T12:08:41Z,approved,credit,7011
TXN-01780,4532XXXX8108,CUST-1099,Careem Rides,3163.89,SAR,2025-05-17T08:25:50Z,approved,credit,4121
TXN-01781,4532XXXX5406,CUST-1175,Apple Store,10496.31,SAR,2025-04-08T19:42:58Z,approved,credit,5045
TXN-01782,4532XXXX2889,CUST-1198,Spotify,7017.98,SAR,2025-01-07T02:33:30Z,approved,credit,4899
TXN-01783,4532XXXX7099,CUST-1162,Tamimi Markets,7011.37,SAR,2025-03-04T17:14:49Z,approved,debit,5411
TXN-01784,4532XXXX6879,CUST-1169,Whites Pharmacy,4838.97,AED,2025-01-21T07:31:54Z,approved,debit,5912
TXN-01785,4532XXXX4065,CUST-1108,Talabat Food,9719.98,SAR,2025-01-20T11:00:06Z,approved,debit,5812
TXN-01786,4532XXXX8478,CUST-1042,Nana Grocery,11281.92,SAR,2025-03-27T05:55:43Z,approved,credit,5411
TXN-01787,4532XXXX5138,CUST-1178,H&M Saudi,7106.21,SAR,2025-02-17T07:12:20Z,pending,debit,5651
TXN-01788,4532XXXX4838,CUST-1154,Booking.com,6020.29,SAR,2025-01-08T19:00:52Z,pending,credit,7011
TXN-01789,4532XXXX7565,CUST-1028,Starbucks SA,4044.07,SAR,2025-04-23T03:17:20Z,approved,debit,5814
TXN-01790,4532XXXX9586,CUST-1042,Al Rajhi ATM,4512.24,SAR,2025-04-26T21:31:40Z,approved,credit,6011
TXN-01791,4532XXXX2481,CUST-1193,Namshi Fashion,5000.54,SAR,2025-01-11T10:43:35Z,approved,credit,5651
TXN-01792,4532XXXX3416,CUST-1037,Danube Online,2484.30,SAR,2025-01-01T03:55:46Z,approved,debit,5411
TXN-01793,4532XXXX8152,CUST-1078,Alshaya Group,3546.57,SAR,2025-02-09T11:32:56Z,approved,credit,5311
TXN-01794,4532XXXX1081,CUST-1063,Careem Rides,12685.80,SAR,2025-03-14T16:10:04Z,approved,debit,4121
TXN-01795,4532XXXX4481,CUST-1089,Noon.com,10303.36,SAR,2025-05-16T16:32:58Z,approved,credit,5311
TXN-01796,4532XXXX7350,CUST-1097,Nana Grocery,11447.03,SAR,2025-01-19T14:34:34Z,approved,debit,5411
TXN-01797,4532XXXX7956,CUST-1196,Namshi Fashion,4910.04,SAR,2025-02-24T23:46:56Z,approved,debit,5651
TXN-01798,4532XXXX1440,CUST-1137,Uber Rides,10049.80,SAR,2025-04-24T20:57:25Z,approved,credit,4121
TXN-01799,4532XXXX1026,CUST-1046,Hunger Station,5101.07,SAR,2025-06-09T20:34:04Z,approved,credit,5812
TXN-01800,4532XXXX9191,CUST-1193,Zara SA,9685.43,AED,2025-01-27T19:29:56Z,approved,debit,5651
TXN-01801,4532XXXX3947,CUST-1055,Alshaya Group,5097.10,SAR,2025-05-08T00:04:13Z,approved,debit,5311
TXN-01802,4532XXXX5276,CUST-1073,Alshaya Group,12320.02,SAR,2025-01-07T18:18:14Z,approved,debit,5311
TXN-01803,4532XXXX2353,CUST-1042,Zara SA,12514.32,SAR,2025-04-01T06:41:48Z,approved,credit,5651
TXN-01804,4532XXXX1200,CUST-1188,Noon.com,6070.08,SAR,2025-06-06T16:29:57Z,approved,debit,5311
TXN-01805,4532XXXX8964,CUST-1033,Shein SA,10296.05,SAR,2025-01-03T06:00:25Z,declined,credit,5311
TXN-01806,4532XXXX2899,CUST-1103,H&M Saudi,4547.80,SAR,2025-02-20T05:23:30Z,approved,debit,5651
TXN-01807,4532XXXX9765,CUST-1129,Saudi Airlines,10681.79,SAR,2025-06-13T22:06:35Z,approved,debit,3000
TXN-01808,4532XXXX2310,CUST-1046,H&M Saudi,5755.16,SAR,2025-05-12T00:25:04Z,approved,debit,5651
TXN-01809,4532XXXX8454,CUST-1087,Whites Pharmacy,7725.87,SAR,2025-04-30T07:52:16Z,approved,debit,5912
TXN-01810,4532XXXX7014,CUST-1119,Apple Store,13019.11,SAR,2025-03-31T08:55:25Z,approved,credit,5045
TXN-01811,4532XXXX1385,CUST-1176,Saudi Airlines,5065.24,SAR,2025-02-27T12:07:59Z,approved,debit,3000
TXN-01812,4532XXXX5877,CUST-1046,Apple Store,267.70,SAR,2025-03-05T00:53:50Z,declined,debit,5045
TXN-01813,4532XXXX7491,CUST-1153,SABB ATM,554.00,SAR,2025-05-24T10:29:59Z,approved,debit,6011
TXN-01814,4532XXXX9084,CUST-1022,Zain Telecom,10903.18,SAR,2025-05-03T21:37:15Z,approved,debit,4814
TXN-01815,4532XXXX9577,CUST-1089,Nana Grocery,3665.29,SAR,2025-06-10T07:26:29Z,approved,debit,5411
TXN-01816,4532XXXX2656,CUST-1011,Uber Rides,579.12,SAR,2025-04-29T07:47:35Z,approved,credit,4121
TXN-01817,4532XXXX7922,CUST-1186,Al Baik Restaurant,9552.93,SAR,2025-02-28T15:21:23Z,approved,debit,5812
TXN-01818,4532XXXX8101,CUST-1048,Flynas Airline,11141.56,SAR,2025-01-16T09:29:12Z,approved,debit,3000
TXN-01819,4532XXXX4993,CUST-1147,Flynas Airline,9235.64,GBP,2025-04-15T16:39:23Z,declined,debit,3000
TXN-01820,4532XXXX5502,CUST-1096,Shein SA,11411.98,SAR,2025-03-26T20:18:51Z,pending,credit,5311
TXN-01821,4532XXXX7531,CUST-1200,Tamimi Markets,10073.24,SAR,2025-04-28T09:44:43Z,approved,credit,5411
TXN-01822,4532XXXX7788,CUST-1073,Lulu Hypermarket,3111.01,SAR,2025-06-01T20:37:11Z,declined,debit,5411
TXN-01823,4532XXXX6212,CUST-1071,Lulu Hypermarket,11854.92,SAR,2025-05-04T06:38:47Z,approved,debit,5411
TXN-01824,4532XXXX5715,CUST-1058,STC Pay TopUp,3319.76,SAR,2025-04-29T17:15:59Z,pending,credit,4814
TXN-01825,4532XXXX9871,CUST-1156,Nana Grocery,9523.42,SAR,2025-03-05T20:05:43Z,approved,credit,5411
TXN-01826,4532XXXX8280,CUST-1143,Jarir Bookstore,4798.04,SAR,2025-06-09T17:43:39Z,approved,debit,5942
TXN-01827,4532XXXX7390,CUST-1191,Aramex Shipping,10467.39,SAR,2025-05-11T16:20:30Z,approved,debit,4215
TXN-01828,4532XXXX6657,CUST-1009,Shein SA,9472.60,EUR,2025-04-19T23:58:03Z,approved,debit,5311
TXN-01829,4532XXXX8397,CUST-1192,Makkah Hotel,4380.89,SAR,2025-03-03T05:34:55Z,declined,debit,7011
TXN-01830,4532XXXX8070,CUST-1008,Careem Rides,2505.18,SAR,2025-03-10T06:41:51Z,approved,credit,4121
TXN-01831,4532XXXX7148,CUST-1006,Apple Store,7363.90,SAR,2025-02-15T13:52:04Z,approved,debit,5045
TXN-01832,4532XXXX4576,CUST-1097,HyperPanda,1856.79,AED,2025-03-18T20:19:38Z,approved,debit,5411
TXN-01833,4532XXXX7571,CUST-1147,Apple Store,2390.97,SAR,2025-05-31T23:31:39Z,approved,debit,5045
TXN-01834,4532XXXX6950,CUST-1091,Spotify,8990.73,SAR,2025-03-04T00:31:41Z,declined,debit,4899
TXN-01835,4532XXXX9724,CUST-1171,Ceer Motors,4770.04,SAR,2025-04-15T00:12:10Z,approved,debit,5511
TXN-01836,4532XXXX8363,CUST-1104,Aramex Shipping,4297.82,SAR,2025-06-29T12:43:00Z,approved,debit,4215
TXN-01837,4532XXXX8602,CUST-1103,Apple Store,12448.85,SAR,2025-05-29T03:32:03Z,declined,debit,5045
TXN-01838,4532XXXX7722,CUST-1175,Noon.com,9798.30,SAR,2025-03-23T05:16:39Z,approved,credit,5311
TXN-01839,4532XXXX2319,CUST-1008,Riyadh Season,9147.54,SAR,2025-04-08T17:50:00Z,approved,credit,7922
TXN-01840,4532XXXX3727,CUST-1188,Starbucks SA,4878.68,AED,2025-02-18T12:48:30Z,approved,credit,5814
TXN-01841,4532XXXX7378,CUST-1121,Al Baik Restaurant,345.68,EUR,2025-04-27T18:27:34Z,approved,credit,5812
TXN-01842,4532XXXX3870,CUST-1050,Extra Electronics,10847.29,SAR,2025-02-16T11:17:24Z,approved,credit,5732
TXN-01843,4532XXXX4391,CUST-1052,Mobily Recharge,976.87,SAR,2025-01-06T23:57:24Z,approved,debit,4814
TXN-01844,4532XXXX3897,CUST-1118,Hunger Station,6657.58,SAR,2025-02-16T23:15:34Z,approved,credit,5812
TXN-01845,4532XXXX3609,CUST-1165,SABB ATM,12568.94,USD,2025-06-19T08:12:46Z,approved,debit,6011
TXN-01846,4532XXXX7657,CUST-1185,Uber Rides,489.68,SAR,2025-05-12T10:27:14Z,approved,credit,4121
TXN-01847,4532XXXX9803,CUST-1099,Uber Rides,14363.83,SAR,2025-06-21T12:44:31Z,approved,credit,4121
TXN-01848,4532XXXX8184,CUST-1199,HyperPanda,8014.89,SAR,2025-01-05T14:32:37Z,approved,credit,5411
TXN-01849,4532XXXX1653,CUST-1016,Apple Store,12425.47,USD,2025-05-21T19:26:47Z,approved,debit,5045
TXN-01850,4532XXXX3032,CUST-1184,Al Rajhi ATM,6603.49,SAR,2025-06-02T21:39:34Z,approved,debit,6011
TXN-01851,4532XXXX7004,CUST-1068,Whites Pharmacy,1681.20,SAR,2025-02-02T19:22:48Z,approved,credit,5912
TXN-01852,4532XXXX5333,CUST-1087,Careem Rides,11934.32,AED,2025-02-10T19:04:01Z,approved,debit,4121
TXN-01853,4532XXXX5009,CUST-1165,Uber Rides,10637.70,SAR,2025-05-27T02:54:56Z,pending,debit,4121
TXN-01854,4532XXXX5225,CUST-1088,Apple Store,4963.26,SAR,2025-03-29T10:54:18Z,approved,debit,5045
TXN-01855,4532XXXX1425,CUST-1153,Panda Supermarket,2224.62,SAR,2025-02-26T00:10:59Z,approved,debit,5411
TXN-01856,4532XXXX3593,CUST-1145,Saudi Airlines,4603.41,SAR,2025-05-20T00:02:26Z,approved,credit,3000
TXN-01857,4532XXXX3106,CUST-1079,Talabat Food,10100.81,SAR,2025-01-30T23:44:54Z,approved,credit,5812
TXN-01858,4532XXXX4467,CUST-1075,Shell Petrol,3422.63,SAR,2025-06-15T05:34:14Z,approved,debit,5541
TXN-01859,4532XXXX9467,CUST-1038,Whites Pharmacy,5465.61,SAR,2025-04-09T18:12:30Z,approved,credit,5912
TXN-01860,4532XXXX9209,CUST-1159,Extra Electronics,9659.55,EUR,2025-04-25T00:14:57Z,approved,credit,5732
TXN-01861,4532XXXX9605,CUST-1096,Shell Petrol,7281.26,USD,2025-02-02T20:09:37Z,approved,debit,5541
TXN-01862,4532XXXX4683,CUST-1124,Shell Petrol,14204.49,SAR,2025-03-08T11:32:45Z,approved,debit,5541
TXN-01863,4532XXXX2959,CUST-1058,Careem Rides,11671.33,SAR,2025-06-03T06:17:04Z,declined,debit,4121
